StockCode,Description,TotalSales,TotalRevenue,AvgUnitPrice,SalesFrequency,PCA1,PCA2,UMAP1,UMAP2,Cluster_KMeans,Cluster_Label,Marketing_Recommendation
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,445,156.53,0.45921052631578946,38,-0.07325922998690437,-0.9939756861998432,3.935725,-0.2621618,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
16259,PIECE OF CAMO STATIONERY SET,3380,326.56,0.0967741935483871,31,0.4513996207875022,-1.3335963319129907,1.9853272,-1.2027805,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,72,20.88,0.29,1,-1.519376103451748,-1.2970891003608926,9.243275,0.705123,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17003,BROCADE RING PURSE ,22927,5969.61,0.3202403846153846,206,1.8504225181602023,-0.9044312577296775,-3.0850983,-1.0515575,2,Mid Performer,"Promo ringan, loyalty program, cross-sell ke produk premium"
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,24,50.400000000000006,2.1,2,-1.5471419190967015,-0.21587331546892413,9.355733,2.8930368,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,80,62.15,1.1333333333333335,6,-1.0386064396981474,-0.6332434639198364,7.6436186,1.8323687,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,270,244.9,1.1079999999999999,24,-0.21963207628583367,-0.5438434109757182,4.5697193,2.2816906,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,455,422.54999999999995,1.0763888888888888,36,0.08867646458803422,-0.523739466847273,2.957638,2.0043864,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,362,341.8,1.1186046511627907,43,0.038712253898557564,-0.5074059716100874,3.1204023,1.8982847,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,385,362.95,1.0818181818181818,44,0.07050023742245413,-0.5227679399971981,3.07671,1.8729655,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,35,40.05,1.8666666666666665,3,-1.4503266787094882,-0.33297499704481714,9.275702,2.8170934,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,365,329.05,1.0035714285714286,42,0.033475047465558544,-0.5715218035969347,3.218134,1.6653469,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17013D,ORIGAMI ROSE INCENSE IN TUBE,532,257.88,0.8672727272727272,11,-0.23969822312219627,-0.7195324632643799,4.729932,0.6667429,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17014A,ORIGAMI VANILLA INCENSE CONES,154,67.83,0.6071428571428571,7,-0.8329307231395118,-0.9561253442779698,6.3418083,0.7227201,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17021,NAMASTE SWAGAT INCENSE,2391,632.34,0.29411764705882354,47,0.6038128947859811,-1.0656170115244512,1.3133966,-1.25585,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17028J,INCENSE BAZAAR PEACH,6,2.52,0.42,1,-2.3629469430758756,-1.255166865706777,10.644617,0.9781704,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17038,PORCELAIN BUDAH INCENSE HOLDER,1501,138.1,0.09526315789473684,19,0.005021164903680708,-1.3890119219273551,3.1227891,-0.82335156,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17084A,TRANQUILITY MASALA INCENSE,200,42.0,0.21,7,-0.8511643291706319,-1.3176730764146811,6.2199707,0.42802906,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17084J,LOVE POTION MASALA INCENSE,225,47.25,0.21,8,-0.776775729864791,-1.3095417714237596,6.167019,0.3789199,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17084N,FAIRY DREAMS INCENSE ,1025,212.75,0.2084375,32,0.13193519002533127,-1.2110105197455385,2.8751829,-0.9004106,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17084P,DRAGONS BLOOD INCENSE,349,73.29,0.21,13,-0.4982850794333975,-1.2789731087152407,5.2414823,0.14237714,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17084R,ASSORTED INCENSE PACK,4032,760.3199999999999,0.20259259259259257,27,0.6234711474733752,-1.1648695933003146,1.5302732,-1.2571323,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17090A,LAVENDER INCENSE 40 CONES IN TIN,109,107.45,1.17,10,-0.7608456658194713,-0.566909057328215,6.4192414,2.046497,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17090D,VANILLA INCENSE 40 CONES IN TIN,29,36.25,1.25,12,-1.1991172801768817,-0.5633491800719238,8.001602,1.9099381,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17091A,LAVENDER INCENSE IN TIN,171,98.91,0.7976000000000001,25,-0.47005052724031315,-0.7778151646657082,5.3245215,1.2028807,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17091J,VANILLA INCENSE IN TIN,2066,876.34,0.5476923076923077,87,0.7672850764629515,-0.8214276976503926,0.16348577,-1.2832247,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17096,ASSORTED LAQUERED INCENSE HOLDERS,2516,443.76000000000005,0.20076923076923076,13,0.25696711938409006,-1.2116467722190316,2.4465132,-0.9448227,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",170,433.5,2.55,46,-0.09823017872423387,0.10518673438968054,3.9786522,4.8646226,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17109D,FLOWER FAIRY INCENSE BOUQUET,61,32.349999999999994,0.9039999999999999,5,-1.2484751652767876,-0.8070462905703042,8.248962,1.5547055,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17129F,BLUE GLASS GEMS IN BAG,427,291.25,0.8436842105263158,19,-0.13310509900431058,-0.6979910586488938,4.236977,1.1154532,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17136A,BLUE STONES ON WIRE FOR CANDLE,352,29.59,0.10294117647058823,17,-0.6175274356929992,-1.4591840229005701,6.086738,0.3555952,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,27,11.34,0.42,9,-1.4556369475516335,-1.1644876683336622,9.323841,1.1729872,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17165D,ASS COL LARGE SAND FROG P'WEIGHT,27,28.35,1.05,7,-1.3660493690556912,-0.6937950204324433,8.668962,1.7023176,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17174,ASSTD RASTA KEY-CHAINS,9,3.7800000000000002,0.42,3,-2.0675874091367383,-1.226901444351533,10.471254,0.9663711,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,4,15.0,3.75,2,-2.151302511029796,0.20562757841377322,10.741057,5.909676,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,5856,383.76,0.16666666666666666,17,0.4461810235011274,-1.2934823499992862,1.9805155,-1.1839161,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
18094C,WHITE AND BLUE CERAMIC OIL BURNER,134,153.1,1.1966666666666665,15,-0.5603844751461696,-0.5209908109278768,5.8559103,2.1556406,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,5,12.75,2.55,4,-1.9945036428029177,-0.11648269466643862,10.631315,4.6725054,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,669,1461.15,2.503846153846154,52,0.4482690018588721,0.14385537530118664,1.5486722,6.138017,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
18098C,PORCELAIN BUTTERFLY OIL BURNER,193,540.5500000000001,2.918421052631579,36,-0.09537849361617298,0.21988069811075456,4.144164,5.4497337,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
20615,BLUE POLKADOT PASSPORT COVER,231,233.34,1.4831428571428573,35,-0.1933380127568605,-0.3577081554621808,4.298442,2.6155415,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
20616,CHERRY BLOSSOM PASSPORT COVER,134,122.78,1.3172,25,-0.5000597172111213,-0.47417133857918486,5.632922,2.339916,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
20617,FIRST CLASS PASSPORT COVER ,66,137.74,2.224615384615385,26,-0.6377809302805957,-0.07470372783500731,6.104513,4.04345,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
20618,QUEEN OF THE SKIES PASSPORT COVER ,68,137.88,2.0707142857142857,28,-0.6093391700477491,-0.12647890096615502,6.074515,3.9986143,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
20619,TROPICAL PASSPORT COVER ,142,206.23,2.309090909090909,22,-0.45040508828338743,-0.05005809051250807,5.399656,4.2872224,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
20622,VIPPASSPORT COVER ,162,238.08,1.99,32,-0.2980350486834984,-0.14211852232882938,4.6793604,3.8376544,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
20652,BLUE POLKADOT LUGGAGE TAG ,147,191.01,1.4333333333333333,33,-0.33125575158736487,-0.3773642307034059,4.6504345,2.723801,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
20653,CHERRY BLOSSOM LUGGAGE TAG,33,43.67,1.6533333333333333,6,-1.3019991079636353,-0.3909213441562603,8.395248,2.533064,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
20654,FIRST CLASS LUGGAGE TAG ,105,126.69,1.2341666666666666,23,-0.5529374862377571,-0.4995836659697236,5.6734548,2.3292122,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
20655,QUEEN OF SKIES LUGGAGE TAG,89,109.11,1.31,34,-0.5308956647040405,-0.4613814853659549,5.6000667,2.3770406,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
20657,TROPICAL LUGGAGE TAG,61,76.39,1.3513636363636363,22,-0.7772746747267587,-0.46807299571980776,6.306017,2.4922252,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
20658,RED RETROSPOT LUGGAGE TAG,327,408.75,1.25,59,0.1236978232356025,-0.4133773345000876,2.7956877,2.3074515,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
